荷,hé,"lotus, water lily, holland",10
悉,xī,"know, learn about, comprehend",11
蒂,dì,peduncle or stem of plants,12
返,fǎn,"return, revert to, restore",7
井,jǐng,"well, mine shaft, pit",4
壮,zhuàng,"big, large; robust; name of tribe",6
薄,báo,"thin, slight, weak; poor, stingy",16
悄,qiāo,"silent, quiet, still; anxious",10
扫,sǎo,"sweep, clear away; exterminate",6
敏,mǐn,"fast, quick, clever, smart",11
碍,ài,"obstruct, hinder, block, deter",13
殖,zhí,"breed, spawn; increase; prosper",12
详,xiáng,"detailed, complete, thorough",8
迪,dí,"enlighten, advance; progress",8
矛,máo,"spear, lance; KangXi radical 110",5
霍,huò,"quickly, suddenly; surname",16
允,yǔn,"to grant, to allow, to consent",4
幅,fú,"piece, strip, breadth of, hem",12
撒,sā,"release, cast away, let go; disperse; relax",15
剩,shèng,"leftovers, residue, remains",12
凯,kǎi,"triumphant; triumph, victory",8
颗,kē,"grain, kernel",14
骂,mà,"accuse, blame, curse, scold",9
赏,shǎng,"reward, grant, bestow; appreciate",12
液,yè,"sap, juice, liquid, fluid",11
番,fān,"to take turns; a turn, a time; to repeat",12
箱,xiāng,"case, box, chest, trunk",15
贴,tiē,"paste to, stick on; attached to",9
漫,màn,overflow of water; spreading,14
酸,suān,"tart, sour; acid; stiff; spoiled",14
郎,láng,"gentleman, young man; husband",8
腰,yāo,waist; kidney,13
舒,shū,"open up, unfold, stretch out; comfortable, easy",12
眉,méi,eyebrows; upper margin of book,9
忧,yōu,"sad, grieved; grief, melancholy",7
浮,fú,"to float, drift, waft; to exceed; superfluous",10
辛,xīn,"bitter; toilsome, laborious; 8th heavenly stem",7
恋,liàn,"love; long for, yearn for; love",10
餐,cān,"eat, dine; meal; food",16
吓,xià,"scare, frighten; intimidate",6
挺,tǐng,"to stand upright, straighten; rigid",9
励,lì,strive; encourage,7
辞,cí,"words, speech, expression, phrase",13
艘,sōu,"counter for ships, vessels",15
键,jiàn,"door bolt, lock bolt; key",13
伍,wǔ,"five, company of five; troops",6
峰,fēng,"peak, summit; hump of camel",10
昨,zuó,"yesterday; in former times, past",9
黎,lí,"surname; numerous, many; black",15
辈,bèi,"generation, lifetime; class",12
贯,guàn,a string of 1000 coins; to go through,8
侦,zhēn,"spy, reconnoiter; detective",8
滑,huá,"slip, slide; slippery, polished",12
券,quàn,"certificate, ticket; title deeds",8
崇,chóng,"esteem, honor, revere, venerate",11
扰,rǎo,"disturb, annoy, agitate",7
宪,xiàn,"constitution, statute, law",9
绕,rào,entwine; wind around; surround,9
趋,qū,"hasten, hurry; be attracted to",12
慈,cí,"kind, charitable, benevolent",13
乔,qiáo,"tall, lofty; proud, stately",6
阅,yuè,"examine, inspect, review, read",10
汗,hàn,"perspiration, sweat",6
枝,zhī,"branches, limbs; branch off",8
拖,tuō,"drag, tow, haul; delay, prolong",8
墨,mò,ink; writing,15
胁,xié,"ribs, armpits; flank; threaten",8
插,chā,"insert, stick into; plant",12
箭,jiàn,arrow; type of bamboo,15
腊,là,year end sacrifice; dried meat,12
粉,fěn,"powder, face powder; plaster",10
泥,ní,"mud, mire; earth, clay; plaster",8
氏,shì,"clan, family; mister",4
彭,péng,name of ancient country; surname,12
拔,bá,"uproot, pull out",8
骗,piàn,"swindle, cheat out of, defraud",12
凤,fèng,male phoenix; symbol of joy,4
慧,huì,"bright, intelligent; intelligence",15
媒,méi,"go-between, matchmaker; medium",12
佩,pèi,"belt ornament, pendant; wear at waist, tie to the belt; respect",8
愤,fèn,"resent, hate; indignant",12
扑,pū,"pound, beat, strike; attack",5
龄,líng,age; years,13
驱,qū,"spur a horse on; expel, drive away",7
惜,xī,"pity, regret, rue, begrudge",11
豪,háo,"brave, heroic, chivalrous",14
掩,yǎn,"to cover (with the hand); shut, conceal; ambush",11
兼,jiān,"unite, combine; connect; and",10
跃,yuè,"skip, jump, frolic",11
尸,shī,corpse; to impersonate the dead; to preside; KangXi radical 44,3
肃,sù,pay respects; reverently,8
帕,pà,"turban, kerchief, veil; wrap",8
驶,shǐ,"sail, drive, pilot; fast, quick",8
堡,bǎo,"fort, fortress; town, village",12
届,jiè,"numerary adjunct for time, term",8
欣,xīn,"happy, joyous, delighted",8
惠,huì,"favor, benefit, confer kindness",12
册,cè,"book, volume, register, list",5
储,chǔ,"save money, store, reserve; heir",12
飘,piāo,"whirlwind, cyclone; floating",15
桑,sāng,mulberry tree; surname,10
闲,xián,"fence, guard; defend; idle time",7
惨,cǎn,"sad, pitiful, wretched; cruel",11
洁,jié,"clean, purify, pure",9
踪,zōng,"footprints, traces, tracks",15
勃,bó,"suddenly, sudden, quick",9
宾,bīn,"guest, visitor; surname; submit",10
频,pín,"frequently, again and again",13
仇,chóu,"enemy, hate, hatred, enmity",4
磨,mó,grind; polish; rub; wear out; a millstone,16
递,dì,"hand over, deliver; substitute",10
邪,xié,"wrong, evil, depraved, vicious, perverse, heterodox",6
撞,zhuàng,"knock against, bump into, collide",15
拟,nǐ,"draft; intend, plan, propose",7
滚,gǔn,turn,13
奏,zòu,memorialize emperor; report,9
巡,xún,"patrol, go on circuit, cruise",6
颜,yán,"face, facial appearance",15
剂,jì,medicinal preparation,8
绩,jī,spin; achievements,11
贡,gòng,"offer tribute; tribute, gifts",7
疯,fēng,"crazy, insane, mentally ill",9
坡,pō,"slope, bank, hillside",8
瞧,qiáo,"glance at, look at, see",17
截,jié,"cut off, stop, obstruct, intersect",14
燃,rán,"burn; light fire, ignite",16
焦,jiāo,"burned, scorched; anxious, vexed",12
殿,diàn,hall; palace; temple,13
伪,wěi,"false, counterfeit, bogus",6
柳,liǔ,willow tree; pleasure,9
锁,suǒ,"lock, padlock; shackles, chains",12
逼,bī,"compel, pressure, force; bother",12
颇,pō,"lean one side; very, rather",11
昏,hūn,"dusk, nightfall, twilight, dark",8
劝,quàn,"recommend, advise, urge",4
呈,chéng,"submit, show; appear; petition",7
搜,sōu,"search, seek; investigate",12
勤,qín,"industrious, diligent, attentive",13
戒,jiè,"warn, caution, admonish",7
驾,jià,"to drive, sail, fly; a cart, carriage",8
漂,piào,"float, drift; tossed about",14
饮,yǐn,drink; swallow; kind of drink,7
曹,cáo,ministry officials; surname,11
朵,duǒ,cluster of flowers; earlobe,6
仔,zǐ,"small thing, child; young animal",5
柔,róu,"soft; gentle, pliant",9
俩,liǎ,"two, pair",9
孟,mèng,"first in series; great, eminent",8
腐,fǔ,"rot, decay, spoil; rotten",14
幼,yòu,"infant, young child; immature",5
践,jiàn,"trample, tread upon, walk on",12
籍,jí,"record, register, list; census",20
牧,mù,"tend cattle, shepherd",8
凉,liáng,"cool, cold; disheartened",10
牲,shēng,sacrificial animal; animal,9
佳,jiā,"good, auspicious; beautiful; delightful",8
娜,nà,"elegant, graceful, delicate",9
浓,nóng,"thick, strong, concentrated",9
芳,fāng,fragrant; virtuous; beautiful,7
稿,gǎo,"draft, manuscript, rough copy",15
竹,zhú,bamboo; flute; KangXi radical 118,6
腹,fù,"stomach, belly, abdomen; inside",13
跌,diē,"stumble, slip, fall down; stamp",12
逻,luó,patrol; inspect; watch; patrol,11
垂,chuí,"let down; suspend, hand; down",8
遵,zūn,"obey, comply with, follow; honor",15
脉,mài,"blood vessels, veins, arteries",9
貌,mào,"countenance, appearance",14
柏,bǎi,"cypress, cedar",9
狱,yù,"prison, jail; case; lawsuit",9
猜,cāi,"guess, conjecture, suppose; feel",11
怜,lián,"pity, sympathize",8
惑,huò,"confuse, mislead, baffle; doubt",12
陶,táo,"pottery, ceramics",10
兽,shòu,"beast, animal; bestial",11
帐,zhàng,"tent; screen, mosquito net",7
饰,shì,"decorate, ornament, adorn",8
贷,dài,lend; borrow; pardon,9
昌,chāng,"light of sun; good, proper",8
叙,xù,"express, state, relate, narrate",9
躺,tǎng,"lie down, recline",15
钢,gāng,"steel; hard, strong, tough",9
沟,gōu,"ditch, drain, narrow waterway",7
寄,jì,"send, transmit, mail; rely on",11
扶,fú,"support, help; protect; hold on",7
铺,pù,"shop, store; place sleep, bed",12
邓,dèng,surname,4
寿,shòu,"old age, long life; lifespan",7
惧,jù,"fear, be afraid of, dread",11
询,xún,"inquire into, ask about; consult",8
汤,tāng,"hot water; soup, gravy, broth",6
盗,dào,"rob, steal; thief, bandit",11
肥,féi,"fat, plump, obese; fertile",8
尝,cháng,"taste; experience, experiment",9
匆,cōng,"hastily, in haste, hurriedly",5
辉,huī,"brightness, luster, brilliance",12
奈,nài,"but, how; bear, stand, endure",8
扣,kòu,"knock, strike, rap, tap; button",6
廷,tíng,court,6
澳,ào,"inlet, bay; dock, bank",15
嘛,ma,final exclamatory particle,14
董,dǒng,"direct, supervise; surname",12
迁,qiān,"move, shift, change; transfer; relocate a capital city",6
凝,níng,coagulate; congeal; freeze,16
慰,wèi,"comfort, console, calm",15
厌,yàn,"dislike, detest, reject; satiate",6
脏,zàng,"internal organs, viscera; dirty",10
腾,téng,fly; gallop; run; prance; rise,13
幽,yōu,"quiet, secluded, tranquil; dark",9
怨,yuàn,"hatred, enmity, resentment",9
鞋,xié,"shoes, footwear in general",15
丢,diū,discard,6
埋,mái,"bury, secrete, conceal",10
泉,quán,"spring, fountain; wealth, money",9
涌,yǒng,"surge up, bubble up, gush forth",10
辖,xiá,linchpin of wheel; control,14
躲,duǒ,"hide, secrete; avoid, escape",13
晋,jìn,"advance, increase; promote",10
紫,zǐ,"purple, violet; amethyst; surname",12
艰,jiān,"difficult, hard; distressing",8
魏,wèi,kingdom of Wei; surname,17
吾,wú,"i, my, our; resist, impede",7
慌,huāng,"nervous, panicky, frantic",12
祝,zhù,pray for happiness or blessings,9
邮,yóu,"postal, mail; post office",7
吐,tǔ,"vomit, spew out, cough up",6
狠,hěn,"vicious, cruel; severely, extreme",9
鉴,jiàn,"mirror, looking glass; reflect",13
曰,yuē,say; KangXi radical 73,4
械,xiè,"weapons; implements, instruments",11
咬,yǎo,"bite, gnaw",9
邻,lín,neighbor; neighborhood,7
挤,jǐ,"crowd, squeeze, push against",9
弯,wān,"bend, curve",9
椅,yǐ,"chair, seat",12
陪,péi,"accompany, be with, keep company",10
割,gē,"cut, divide, partition; cede",12
揭,jiē,"raise, lift up; surname",12
韦,wéi,tanned leather; surname; simplified form of KangXi radical number 178,4
悟,wù,"to apprehend, realize, become aware",10
聪,cōng,"intelligent, clever, bright",15
雾,wù,"fog, mist, vapor, fine spray",13
锋,fēng,"point of spear, sharp point",12
梯,tī,"ladder, steps, stairs; lean",11
猫,māo,cat,11
祥,xiáng,"good luck, good omen; happiness",10
阔,kuò,"broad, ample, wide; be apart",12
誉,yù,"fame, reputation; praise",13
筹,chóu,"chip, tally, token; raise money",13
丛,cóng,"bush, shrub; thicket; collection",5
牵,qiān,"drag, pull, lead by hand",9
鸣,míng,cry of bird or animal; make sound,8
沈,chén,"sink, submerge; addicted to; surname",7
阁,gé,"chamber, pavilion; cabinet",9
穆,mù,"majestic, solemn, reverent; calm",16
屈,qū,"bend, flex; bent, crooked; crouch",8
旨,zhǐ,"purpose, aim; excellent",6
袖,xiù,sleeve; put something in sleeve,10
猎,liè,hunt; field sports,11
臂,bì,arm,17
蛇,shé,snake,11
贺,hè,congratulate; send present,9
柱,zhù,"pillar, post; support; lean on",9
抛,pāo,throw (away),7
鼠,shǔ,"rat, mouse; KangXi radical 208",13
瑟,sè,"large stringed musical instrument; dignified, massive; sound of wind",13
戈,gē,"halberd, spear, lance; rad. 62",4
牢,láo,"prison; stable, pen; secure",7
逊,xùn,"humble, modest; yield",9
迈,mài,take a big stride; pass by,6
欺,qī,"cheat, double-cross, deceive",12
吨,dūn,"metric ton; (Cant.) to babble, gibberish",7
琴,qín,Chinese lute or guitar,12
衰,shuāi,"decline, falter, decrease; weaken",10
瓶,píng,"jug, pitcher, vase, jar, bottle",10
恼,nǎo,"angered, filled with hate",9
燕,yàn,"swallow (bird); comfort, enjoy",16
仲,zhòng,"middle brother; go between, mediator; surname",6
诱,yòu,"persuade, entice, induce; guide",9
狼,láng,wolf,10
池,chí,"pool, pond; moat; cistern",6
疼,téng,"aches, pains; be fond of; love",10
卢,lú,"cottage, hut; surname; black",5
仗,zhàng,"rely upon; protector; fight; war, weaponry",5
冠,guān,"cap, crown, headgear",9
粒,lì,grain; small particle,11
遥,yáo,"far away, distant, remote",13
吕,lǚ,surname; a musical note,6
玄,xuán,"deep, profound, abstruse; KangXi radical 95",5
尘,chén,"dust, dirt, ashes, cinders",6
冯,féng,surname; gallop; by dint of,5
抚,fǔ,"pat, console, comfort; pacify",7
浅,qiǎn,"shallow, not deep; superficial",8
敦,dūn,"esteem; honest, candid, sincere",12
纠,jiū,"investigate, inspect",5
钻,zuān,"drill, bore; pierce; diamond",10
晶,jīng,"crystal; clear, bright; radiant",12
岂,qǐ,how? what?,6
峡,xiá,"gorge, strait, ravine; isthmus",9
苍,cāng,blue; green,7
喷,pēn,"spurt, blow out, puff out",12
耗,hào,"consume, use up; waste, squander",10
凌,líng,pure; virtuous; insult; maltreat,10
敲,qiāo,"strike, beat, pound, hammer; rap",14
菌,jūn,"mushroom; germ, microbe",11
赔,péi,"indemnify, suffer loss",12
涂,tú,surname; name of certain rivers,10
粹,cuì,pure; unadulterated; select,14
扁,biǎn,"flat; tablet, signboard",9
亏,kuī,"lose, fail; damage; deficient",3
寂,jì,"still, silent, quiet, desolate",11
煤,méi,"coal, coke, charcoal, carbon",13
熊,xióng,a bear; brilliant; bright; surname,14
恭,gōng,"respectful, polite, reverent",10
湿,shī,"wet, moist, humid, damp; illness",12
循,xún,"obey, comply with, follow",12
暖,nuǎn,"warm, genial",13
糖,táng,sugar; candy; sweets,16
赋,fù,tax; give; endow; army; diffuse,12
抑,yì,"press down, repress; curb, hinder",7
秩,zhì,order; orderly; salary; decade,10
帽,mào,"hat, cap; cap-like tops",12
哀,āi,"sad, mournful, pitiful; pity",9
宿,sù,"stop, rest, lodge, stay overnight; constellation",11
踏,tà,"step on, trample, tread on, walk",15
烂,làn,"rotten, spoiled, decayed",9
袁,yuán,robe; surname,10
侯,hóu,"marquis, lord; target in archery",9
抖,dǒu,"tremble, shake, rouse; give shake",7
夹,jiā,be wedged or inserted between,6
昆,kūn,elder brother; descendants,8
肝,gān,liver,7
擦,cā,"wipe, scrub, rub, scour; brush",17
猪,zhū,"pig, hog, wild boar",11
炼,liàn,"smelt, refine; distill, condense",9
恒,héng,"constant, regular, persistent",9
慎,shèn,"act with care, be cautious",13
搬,bān,"transfer, move, remove, shift",13
纽,niǔ,"knot; button; handle, knob; tie",7
纹,wén,"line, streak, stripe; wrinkle",7
玻,bō,glass,9
渔,yú,to fish; seize; pursue; surname,11
磁,cí,magnetic; magnetism; porcelain,14
铜,tóng,"copper, brass, bronze",11
齿,chǐ,"teeth; gears, cogs; age; simplified form of the KangXi radical number 211",8
跨,kuà,"straddle, bestride, ride; carry",13
押,yā,"mortgage, pledge; deposit; to pawn; to arrest, detain, guard",8
怖,bù,"terror, fear; frighten; terrified",8
漠,mò,"desert; aloof, indifferent, cool",13
疲,pí,"feel tired, be exhausted; weak",10
叛,pàn,rebel; rebellion; rebellious,9
遣,qiǎn,"send, dispatch; send off, exile",13
兹,zī,"now, here; this; time, year",9
祭,jì,"sacrifice to, worship",11
醉,zuì,"intoxicated, drunk; addicted to",15
拳,quán,fist; various forms of boxing,10
弥,mí,"extensive, full; fill; complete",8
斜,xié,"slanting, sloping, inclined",11
档,dàng,"shelf; frame, crosspiece",10
稀,xī,"rare, unusual, scarce; sparse",12
捷,jié,"win, victory, triumph",11
肤,fū,"skin; superficial, shallow",8
疫,yì,"epidemic, plague, pestilence",9
肿,zhǒng,swell; swollen; swelling,8
豆,dòu,"beans, peas; bean-shaped",7
削,xuē,"scrape off, pare, trim",9
岗,gǎng,post; position,7
晃,huǎng,"bright, dazzling; to sway, shake",10
吞,tūn,"swallow; absorb, annex, engulf",7
宏,hóng,"wide, spacious, great, vast",7
癌,ái,cancer; marmoset,17
肚,dù,belly; abdomen; bowels,7
隶,lì,subservient; servant; KangXi radical 171,8
履,lǚ,"footwear, shoes; walk on, tread",15
涨,zhǎng,rise in price,10
耀,yào,"shine, sparkle, dazzle; glory",20
扭,niǔ,"turn, twist, wrench; seize, grasp",7
坛,tán,"altar; arena, examination hall",7
拨,bō,move; dispel; distribute,8
沃,wò,"water, irrigate; fertile, rich",7
绘,huì,"draw, sketch, paint",9
伐,fá,"cut down, subjugate, attack",6
堪,kān,"adequately capable of, worthy of",12
仆,pū,"fall forward; lie prostrate, prone; servant",4
郭,guō,outer part (of a city); surname,10
牺,xī,"sacrifice, give up; sacrificial",10
歼,jiān,"annihilate, wipe out, kill off",7
墓,mù,"grave, tomb",13
雇,gù,"employ, to hire",12
廉,lián,"upright, honorable, honest",13
契,qì,"deed, contract, bond; engrave",9
拼,pīn,"join together, link, incorporate",9
惩,chéng,"punish, reprimand; warn",12
捉,zhuō,"grasp, clutch; catch, seize",10
覆,fù,cover; tip over; return; reply,18
刷,shuā,"brush; clean with brush, scrub",8
劫,jié,"take by force, coerce; disaster",7
嫌,xián,"hate, detest; suspect; criticize",13
瓜,guā,"melon, gourd, cucumber; rad. 97",5
歇,xiē,"rest, stop, lodge",13
雕,diāo,"engrave, inlay, carve; exhaust; used for ",16
闷,mèn,"gloomy, depressed, melancholy",7
乳,rǔ,"breast, nipples; milk, suckle",8
串,chuàn,string; relatives; conspire,7
娃,wá,baby; doll; pretty girl,9
缴,jiǎo,"deliver, submit; hand over",16
唤,huàn,call,10
赢,yíng,"win; surplus, gain, profit",17
莲,lián,"lotus, water lily; paradise",10
霸,bà,rule by might rather than right,21
桃,táo,peach; marriage; surname,10
妥,tuǒ,"satisfactory, appropriate",7
瘦,shòu,"thin, emaciated, lean; meager",14
搭,dā,"join together, attach to; add to",12
赴,fù,"go to; attend, be present",9
岳,yuè,mountain peak; surname,8
嘉,jiā,excellent; joyful; auspicious,14
舱,cāng,hold of ship; cabin,10
俊,jùn,"talented, capable; handsome",9
址,zhǐ,"site, location, land for house",7
庞,páng,"disorderly, messy; huge, big",8
耕,gēng,"plow, cultivate",10
锐,ruì,"sharp, keen, acute, pointed",12
缝,fèng,"sew, mend",13
悔,huǐ,"repent, show remorse, regret",10
邀,yāo,"invite, welcome; meet, intercept",16
玲,líng,tinkling of jade,9
惟,wéi,"but, however, nevertheless; only",11
斥,chì,"to scold, upbraid, accuse, reproach",5
宅,zhái,"residence, dwelling, home; grave",6
添,tiān,"append, add to; increase",11
挖,wā,"dig, dig out, gouge out, scoop",9
呵,ā,scold; laughing sound; yawn,8
讼,sòng,"accuse; argue, dispute; litigate",6
氧,yǎng,oxygen,10
浩,hào,"great, numerous, vast, abundant",10
羽,yǔ,"feather, plume; wings; rad. 124",6
斤,jīn,"a catty (approximately 500 g); an axe; keen, shrewd; KangXi radical number 69",4
酷,kù,"strong, stimulating; very",14
掠,lüè,"rob, ransack, plunder; pass by",11
妖,yāo,"strange, weird, supernatural",7
祸,huò,"misfortune, calamity, disaster",11
侍,shì,"serve, attend upon; attendant, servant; samurai",8
乙,yǐ,second; 2nd heavenly stem,1
妨,fáng,"interfere with, impede, obstruct",7
贪,tān,"be greedy, covet; covetous",8
挣,zhēng,"strive, endeavor, struggle",9
汪,wāng,"vast, extensive, deep; surname",7
尿,niào,urine; urinate,7
莉,lì,white jasmine,10
悬,xuán,"hang, suspend, hoist; be hung",11
唇,chún,lips,10
翰,hàn,"writing brush, pen, pencil",16
仓,cāng,granary; berth; sea,4
轨,guǐ,"track, rut, path",6
枚,méi,"stalk of shrub, trunk of tree",8
盐,yán,salt,10
览,lǎn,"look at, inspect; perceive",9
傅,fù,"tutor, teacher; assist; surname",12
帅,shuài,"commander, commander-in-chief",5
庙,miào,"temple, shrine; imperial court",8
芬,fēn,"fragrance, aroma; perfume",7
屏,píng,"folding screen, shield",9
寺,sì,"court, office; temple, monastery",6
胖,pàng,"fat, obese; fatty",9
璃,lí,glass,14
愚,yú,"stupid, doltish, foolish",13
滴,dī,drip; drop of water,14
疏,shū,"neglect; careless, lax",12
萧,xiāo,common artemisia; dejected,11
颤,chàn,"shiver, tremble; trembling",19
丑,chǒu,"clown, comedian; 2nd terrestrial branch",4
劣,liè,"bad, inferior; slightly",6
柯,kē,"axe-handle; stalk, bough; surname",9
寸,cùn,"inch; small, tiny; KangXi radical 41",3
扔,rēng,"throw, hurl; throw away, cast",5
盯,dīng,"rivet gaze upon, keep eyes on",7
辱,rǔ,"humiliate, insult, abuse",10
匹,pǐ,bolt of cloth; counter for horses,4
俱,jù,"all, together; accompany",10
辨,biàn,"distinguish, discriminate",16
饿,è,hungry; greedy for; hunger,10
蜂,fēng,"bee, wasp, hornet",13
哦,ó,oh? really? is that so?,10
腔,qiāng,chest cavity; hollow in body,12
郁,yù,"sweet smelling, rich in aroma; (Cant.) to move, hit",8
溃,kuì,flooding river; militarily defeat,12
谨,jǐn,"prudent, cautious; attentive",13
糟,zāo,"sediment, dregs; pickle",17
葛,gé,edible bean; surname,12
苗,miáo,sprouts; Miao nationality,8
肠,cháng,intestines; emotions; sausage,7
忌,jì,"jealous, envious; fear",7
溜,liū,"slide, glide, slip; slippery",13
鸿,hóng,species of wild swan; vast,11
爵,jué,feudal title or rank,17
鹏,péng,fabulous bird of enormous size,13
鹰,yīng,falcon; Accipiter species (various),18
笼,lóng,cage; cage-like basket,11
丘,qiū,hill; elder; empty; a name,5
桂,guì,cassia or cinnamon,10
滋,zī,"grow, multiply, increase; thrive",12
聊,liáo,"somewhat, slightly, at least",11
挡,dǎng,"obstruct, impede; stop; resist",9
纲,gāng,"heavy rope, hawser; main points",7
肌,jī,muscle tissue; meat on bones,6
茨,cí,"thatching; caltrop, Tribulus terrestris",9
壳,ké,"casing, shell, husk",7
痕,hén,scar; mark; trace,11
碗,wǎn,"bowl, small dish",13
穴,xué,"cave, den, hole; KangXi radical 116",5
膀,bǎng,upper arm; shoulder; wing,14
卓,zhuō,"profound, brilliant, lofty",8
贤,xián,"virtuous, worthy, good; able",8
卧,wò,lie down; crouch,8
膜,mó,membrane; to kneel and worship,14
毅,yì,"resolute, decisive, firm, persist",15
锦,jǐn,"brocade, tapestry; embroidered",13
欠,qiàn,"owe, lack, be deficient; KangXi radical number 76",4
哩,lī,mile,10
函,hán,correspondence; a case; a box,8
茫,máng,"vast, boundless, widespread",9
昂,áng,"rise, raise; proud, bold; upright",8
薛,xuē,kind of marsh grass; feudal state,16
皱,zhòu,"wrinkles, creases, folds",10
夸,kuā,"extravagant, luxurious; handsome",6
豫,yù,"relaxed, comfortable, at ease",15
胃,wèi,stomach; gizzard of fowl,9
舌,shé,tongue; clapper of bell; KangXi radical 135,6
剥,bō,peel,10
傲,ào,"proud, haughty, overbearing",12
拾,shí,"pick up, collect, tidy up; accounting form of the numeral ten",9
窝,wō,"nest; cave, den; hiding place",12
睁,zhēng,open eyes; stare,11
携,xié,"lead by hand, take with; carry",13
陵,líng,"hill, mound; mausoleum",10
哼,hēng,"hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval",10
棉,mián,cotton; cotton padded,12
晴,qíng,"clear weather, fine weather",12
铃,líng,bell,10
填,tián,"fill in, fill up; make good",13
饲,sì,raise animals; feed; nourish,8
渴,kě,"thirsty, parched; yearn, pine",12
吻,wěn,kiss; the lips; coinciding,7
扮,bàn,dress up; dress up as,7
逆,nì,"disobey, rebel; rebel, traitor",9
脆,cuì,"crisp; fragile, frail; brittle",10
喘,chuǎn,"pant, gasp, breathe heavily",12
罩,zhào,basket for catching fish; cover,13
卜,bo,fortune telling; prophesy,2
炉,lú,"fireplace, stove, oven, furnace",8
柴,chái,"firewood, faggots, fuel",10
愉,yú,"pleasant, delightful; please",12
绳,shéng,"rope, string, cord; control",11
胎,tāi,"unborn child, embryo, fetus",9
蓄,xù,"store, save, hoard, gather",13
眠,mián,"close eyes, sleep; hibernate",10
竭,jié,put forth great effort; exhaust,14
喂,wèi,interjection to call attention,12
傻,shǎ,"foolish, silly, stupid; an imbecile",13
慕,mù,"long for, desire; admire",14
浑,hún,"muddy, turbid; blend, merge, mix",9
奸,jiān,"crafty, villainous, false",6
扇,shàn,fan; door panel,10
柜,guì,"cabinet, cupboard; shop counter",8
悦,yuè,"pleased, contented, gratified",10
拦,lán,"obstruct, impede, bar, hinder",8
诞,dàn,"bear children, give birth; birth",8
乾,gān,"dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)",11
泡,pào,"bubbles, suds; blister; soak",8
贼,zéi,"thief, traitor; kill",10
亭,tíng,pavilion; erect,9
夕,xī,"evening, night, dusk; slanted",3
爹,diē,"father, daddy",10
酬,chóu,"toast; reward, recompense",13
儒,rú,Confucian scholar,16
姻,yīn,relatives by marriage,9
卵,luǎn,egg; ovum; roe; spawn,7
氛,fēn,"gas, vapor, air",8
泄,xiè,leak; vent; flow; reveal,8
杆,gān,pole; shaft of spear,7
挨,āi,"near, close by, next to, towards, against; to wait; to lean on",10
僧,sēng,"Buddhist priest, monk; san of Sanskrit sangha",14
蜜,mì,honey; sweet; nectar,14
吟,yín,"sing, hum; recite; type of poetry",7
猩,xīng,species of orangutan,12
遂,suì,"comply with, follow along; thereupon",12
狭,xiá,"narrow, limited; narrow-minded",9
肖,xiào,"look like, resemble, be like",7
甜,tián,"sweet, sweetness",11
霞,xiá,rosy clouds,17
驳,bó,"varicolored, variegated; mixed",7
裕,yù,"abundant, rich, plentiful",12
顽,wán,"obstinate, stubborn; recalcitrant",10
於,yú,"in, at, on; interjection alas!",8
摘,zhāi,"pluck, pick; select; specify",14
矮,ǎi,"short, dwarf; low",13
秒,miǎo,beard of grain or corn; a second,9
卿,qīng,"noble, high officer",10
畜,chù,"livestock, domestic animals",10
咽,yàn,throat; pharynx,9
披,pī,wear; split; crack,8
辅,fǔ,cheek bone; protective; assist,11
勾,gōu,"hook, join, connect; entice",4
盆,pén,"basin, tub, pot, bowl",9
疆,jiāng,"boundary, border, frontier",19
赌,dǔ,"bet, gamble, wager; compete",12
塑,sù,"model in clay, sculpt; plastics",13
畏,wèi,"fear, dread, awe, reverence",9
吵,chǎo,"argue, dispute; disturb, annoy",7
囊,náng,"bag, purse, sack; put in bag",22
嗯,ń,final particle,13
泊,pō,anchor vessel; lie at anchor,8
肺,fèi,lungs,8
骤,zhòu,procedure; gallop; sudden(ly),17
缠,chán,"wrap, wind around; tie, bind",13
冈,gāng,ridge or crest of hill,4
羞,xiū,"disgrace, shame; ashamed; shy",10
瞪,dèng,stare at,17
吊,diào,"condole, mourn, pity; hang",6
贾,jiǎ,"surname; merchant; buy, trade",10
漏,lòu,"leak, drip; funnel; hour glass",14
斑,bān,"mottled, striped, freckle",12
涛,tāo,large waves,10
悠,yōu,"long, far, remote, distant; liesurely",11
鹿,lù,deer; surname; KangXi radical 198,11
俘,fú,prisoner of war; take as prisoner,9
锡,xī,"tin, stannum; bestow, confer",13
卑,bēi,"humble, low, inferior; despise",8
葬,zàng,"bury, inter",12
铭,míng,"inscribe, engrave",11
滩,tān,"bank, a sandbar, shoal; rapids",13
嫁,jià,"to marry, give a daughter in marriage",13
催,cuī,"press, urge",13
璇,xuán,beautiful jade; star,15
翅,chì,wings; fin,10
盒,hé,small box or case; casket,11
蛮,mán,"barbarians; barbarous, savage",12
矣,yǐ,particle of completed action,7
潘,pān,surname; water in which rice has been rinsed; a river that flows into the Han,15
歧,qí,fork of road; branching off,8
赐,cì,"give, bestow favors; appoint",12
鲍,bào,abalone; dried fish; surname,13
锅,guō,"cooking-pot, saucepan",12
廊,láng,"corridor, porch, veranda",11
拆,chāi,"to break up, split apart, rip open; to destroy",8
灌,guàn,"pour; water; irrigate, flood",20
勉,miǎn,"endeavor, make effort; urge",9
盲,máng,"blind; unperceptive, shortsighted",8
